artist_id,total_n_pqnt_texte,name,type,regex
55099,123,Saints,remove,
62996,139,Sakamoto,remove,
339222,146,Salem,remove,
13666,261,Salif,remove,
4897567,212,Sally,remove,
65971002,212,Sally,remove,
73131,89,salt,remove,
10886,291,Salut,remove,
281306,194,Samson,remove,
176206,278,Sand,remove,
4898753,232,Sanders,remove,
3550,255,Sandra,remove,
454131,115,Sandy,remove,
5317171,115,Sandy,remove,
4890,191,Sasha,remove,
10267328,191,Sasha,remove,
12341,185,Satan,remove,
3684,185,Satan,remove,
83044,178,Savage,remove,
76775202,132,Savage,remove,
83044,178,Savages,remove,
1951,91,Scarface,remove,
283333,98,Schnitzler,remove,
2677,120,Schwartz,remove,
367916,142,Scratch,remove,
3780,245,Scream,remove,
143171,120,SEB,remove,
143171,120,Seb,remove,
283762,112,Secrets,remove,
283762,112,SECRETS,remove,
3119,173,Self,remove,
112571752,139,Serpent,remove,
786,207,Serra,remove,
56150,140,Seth,remove,
259567,92,Séverin,remove,
2783,192,Shadows,remove,
61209,104,Shaka,remove,
160,99,Shaki,remove,
56740,112,Shamon,remove,
4433930,174,Shankar,remove,
4433930,174,Shankav,remove,
79549,113,Shannon,remove,
56740,112,Shannon,remove,
264523,126,Shaq,remove,
261566,144,she,remove,
81341,96,Shelter,remove,
4433930,174,Shenkar,remove,
6060,120,Shining,remove,
7506642,120,Shining,remove,
8141338,191,Shoes,remove,
152798,191,Shoes,remove,
556,128,Shore,remove,
207645,173,Sibelius,remove,
207645,173,Sibilus,remove,
74368152,143,Sid,remove,
440380,269,Sidney,remove,
207645,173,Siebelius,remove,
240544,194,Sierra,remove,
240544,194,SIERRA,remove,
142929,118,Silicon,remove,
4044591,172,Simpson,remove,
75709702,136,Sin,remove,
75709702,136,sin,remove,
1138,195,Sinclair,remove,
61583,102,Singers,remove,
6509,194,Sister,remove,
2272,184,Skin,remove,
195723,96,Skunk,remove,
7258,140,Slant,remove,
10336,110,Slash,remove,
146195,144,Sleep,remove,
178009,190,Slim,remove,
1280947,174,Slow,remove,
192,251,Slowhand,remove,
188988,176,Smile,remove,
1297,236,Smiths,remove,
2940,132,Smoke,remove,
89657,111,Sofiane,remove,
152028,105,Sofie,remove,
55754,288,Soft,remove,
152471,102,Soho,remove,
69031,290,Solal,remove,
110703,201,Solange,remove,
77160,143,Solti,remove,
89787,165,Sonar,remove,
2679,118,Sondheim,remove,
82350,97,Song-Poem,remove,
11728939,270,SÔNGE,remove,
11728939,270,Sônge,remove,
9309,103,Sonique,remove,
4606399,199,Sophia,remove,
13011,199,Soprano,remove,
4628532,98,Soto,remove,
2698,189,Sparks,remove,
77498072,187,Sparks,remove,
1657,99,Specials,remove,
118799472,121,Spice,remove,
118799472,121,SPICE,remove,
71378,283,Spirit,remove,
241,149,Spleen,remove,
195383867,94,Sport,remove,
13532685,137,Sports,remove,
476895,137,Sports,remove,
6572991,163,Spring,remove,
1469025,111,St.Germain,remove,
455452,269,Staples,remove,
68540642,250,Stardust,remove,
71133,272,Stern,remove,
1161981,132,Stevenson,remove,
128396732,286,Still,remove,
341993,178,Stories,remove,
4125,166,Storm,remove,
410,118,Sublime,remove,
6365,93,Suede,remove,
3374,271,Sugar,remove,
311222,110,Sully,remove,
180107357,110,Sully,remove,
83766,163,Sunshine,remove,
2318,108,Superdiscount,remove,
6365,93,Svede,remove,
357278,163,Swann,remove,
293826,186,Swing,remove,
765803,213,syd,remove,
765803,213,Syd,remove,
178978117,213,Syd,remove,
179055,176,Syke,remove,
7179,115,Sylverster,remove,
7179,115,Sylvester,remove,
4421539,289,Sylvia,remove,
12246,228,T-Swizzle,remove,
4799979,200,Taiwan,remove,
70463,104,Talbot,remove,
294233,117,Tangerine,remove,
8213,160,Television,remove,
808084,101,Tempest,remove,
6466283,136,Tempo,remove,
112422,120,Ten,remove,
4287,102,Tes,remove,
410729,157,Them,remove,
2463,142,THEM,remove,
2463,142,Them,remove,
410729,157,Themselves,remove,
138432432,198,Théodore,remove,
1325237,120,Thibaud,remove,
340,259,Three,remove,
391156,235,Thrones,remove,
338439,200,Tibet,remove,
9662,110,Timbaland,remove,
9662,110,Timberland,remove,
463782,139,Timbre,remove,
150668,98,Tobias,remove,
150668,98,tobias.,remove,
150668,98,Tobias.,remove,
319563,192,Together,remove,
60552072,151,Tomorrow,remove,
81092,95,Toots,remove,
7244,119,Tortoise,remove,
2044,232,tosca,remove,
2044,232,Tosca,remove,
2044,232,Toska,remove,
14790,234,Total,remove,
52463032,168,Toto,remove,
215,173,Toto,remove,
215,173,Totto,remove,
421471,291,Trade,remove,
6126,108,Traffic,remove,
13328853,108,Traffic,remove,
1799,118,Tragedie,remove,
1799,118,Tragédie,remove,
2677,120,Trask,remove,
1295,166,Travis,remove,
1073340,292,Tree,remove,
10715,99,Trees,remove,
7824,96,Triangle,remove,
68022,147,Tribe,remove,
1541,198,Tricky,remove,
1693096,101,Tricot,remove,
1693096,101,tricot,remove,
77237,154,Trip,remove,
166426,245,Trouble,remove,
10443928,245,Trouble,remove,
650,185,Trust,remove,
1087,120,TTC,remove,
5013804,126,Tweedy,remove,
15206,104,Twilight,remove,
332628,164,Twist,remove,
16596,184,Tyler,remove,
78998,184,Tyler,remove,
472954,138,Tyshane,remove,
280497,132,Uematsu,remove,
6712,146,Ultra,remove,
157992,146,Umberto,remove,
276,93,Underworld,remove,
345556,103,Universe,remove,
82981622,132,Utopia,remove,
5554,162,Vadim,remove,
1365091,162,Vadim,remove,
5175734,99,Vald,remove,
1473,151,Valeria,remove,
1333058,200,Vampire,remove,
1406237,112,Velazquez,remove,
1406237,112,Velázquez,remove,
280057,187,Ventura,remove,
1430,220,Venus,remove,
1644463,124,Verdun,remove,
6147614,239,Verité,remove,
6147614,239,Vérité,remove,
6147614,239,VÉRITÉ,remove,
869,195,Verve,remove,
5879760,137,VHS,remove,
13399485,242,Vice,remove,
164028,244,Vidal,remove,
1050803,280,VII,remove,
1968,124,Vinicius,remove,
1968,124,Vinícius,remove,
2994,152,Violence,remove,
5344492,98,Violetta,remove,
4134,222,Visage,remove,
293192,134,Visions,remove,
7678,175,Vita,remove,
128909,217,Viva,remove,
14653983,104,Voices,remove,
134060,110,Voyager,remove,
144275,187,Vue,remove,
101030,127,Wake,remove,
15277,107,Waller,remove,
57327,128,Waterloo,remove,
2185,138,Wax,remove,
80713632,138,Wax,remove,
5832867,151,Weekend,remove,
4050205,280,Weekend,remove,
4603374,216,Weiss,remove,
15068639,124,Wendy,remove,
15068639,124,WENDY,remove,
6745,228,Wes,remove,
6073582,250,Why,remove,
8556,291,Wildcountry,remove,
2709,120,Wings,remove,
160707,121,Wise,remove,
101469,127,WITCH,remove,
101469,127,Witch,remove,
135227,217,Women,remove,
61305632,149,Woo,remove,
411895,192,Woods,remove,
509802,105,Words,remove,
390705,97,Words,remove,
509802,105,Wordsworth,remove,
4536175,199,Work,remove,
1401370,103,Wrong,remove,
9822974,288,XXX,remove,
3353,245,Yello,remove,
3353,245,Yellow,remove,
2711,243,Yes,remove,
13516733,118,Youri,remove,
72041,102,Yuksek,remove,
2702,126,Yusuf,remove,
14290009,211,Yvette,remove,
8605,94,Zao,remove,
51479842,94,Zao,remove,
8605,94,ZAO,remove,
4651125,154,Zelda,remove,
1450126,150,Zelda,remove,
1450126,150,ZELDA,remove,
89675942,203,Zero,remove,
1209354,213,Zëro,remove,
83966752,92,Zeus,remove,
58585,190,Zoé,remove,
146896722,103,Zoo,remove,
1576508,284,Zorn,remove,
995510,292,La Femme,remove,
1137112,,Castro,remove,
1491684,293,Hiroshima,remove,
3978281,217,Isolde,remove,
1981,203,Police,remove,
1171,181,Seeds,remove,
1603889,172,Marcello,remove,
4523,171,Jim Morrison,remove,
4085,171,Jobin,remove,
807493,147,c,remove,
7294746,142,Unique,remove,
292,128,Ixe,remove,
1613,128,A. Pärt,remove,
1613,128,Pärt,remove,
7397,114,FUSE,remove,
197711,104,Izia,negative,\bIzia\b(?! [A-Z])
197711,104,IZIA,negative,\bIZIA\b(?! [A-Z])
75234,86,Jin,remove,
7348,76,Issa,remove,
4845966,69,Vas,remove,
1530634,69,Coups de crosse,remove,
4750,68,Denez,remove,
211150,67,Lala,remove,
1451710,64,Jalal,remove,
6911,64,Iso,remove,
4278,64,TG,remove,
6205,64,C|S|N,remove,
13507,63,Bates,remove,
3257,63,Bates,remove,
280263,63,Clean,remove,
455089,63,PIL,remove,
455089,63,P.I.L.,remove,
68625462,62,November,remove,
7149,62,Vance,remove,
1322847,62,Rolando,remove,
61463,60,Anthem,remove,
15817,60,Exception,remove,
160193,59,Anonymous,remove,
211454,59,Balo,remove,
1604,56,Stereotype,remove,
1407,56,Frames,remove,
1407,56,Frame,remove,
263653,56,Brenda,remove,
993115,54,Athéna,remove,
993115,54,Athena,remove,
8174,52,Ready Made,remove,
8174,52,Readymade,remove,
13453123,45,Antidote,remove,
164,45,L.B.,remove,
828,44,Majesty,remove,
702,44,APC,remove,
2699111,40,Dive,remove,
1060686,39,Zodiac,remove,
393563,39,survive,remove,
6012232,20,Kamikaze,remove,
78,20,Ludicrous,remove,
681,20,Ezekiel,remove,
5175781,18,V.I,remove,
5057451,13,Knx,remove,
5057451,13,Knowledge,remove,
5057451,13,Knx.,remove,
561,13,Delirium,remove,
3909,9,Dalek,remove,
1017,1176,Baschung,remove,
1003,,Rawson,remove,
14172,514,May,remove,
14172,514,B. May,remove,
15393,368,Virginia,remove,
15393,368,PTV,remove,
15393,368,DJ Doktor Megatrip,remove,
15393,368,Luv Bass,remove,
15393,368,Sickmob,remove,
15393,368,Mistress Mix,remove,
15393,368,Sugardog,remove,
15393,368,DJ Doktor Leary,remove,
15393,368,Virginia,remove,
15393,368,PTV3,remove,
8526,64221,Ils,remove,
8526,64221,ils,remove,
867,3913,M.,remove,
867,3913,M,remove,
300683,3160,'77,remove,
300683,3160,’77,remove,
300683,3160,Seventy Seven,remove,
1878,2434,Prince,remove,
1878,2434,O(+>),remove,
1878,2434,Formerly Prince,remove,
1878,2434,(us 1) PRINCE,remove,
1878,2434,Joey Coco,remove,
1878,2434,♀♂,remove,
1878,2434,The Love Symbol,remove,
1878,2434,Symbol,remove,
1878,2434,O(+>,remove,
1878,2434,Prince Rogers Nelson,remove,
1878,2434,T.A.F.K.A.P.,remove,
1878,2434,Ƭ̵̬̊,remove,
1878,2434,Alexander Nevermind,remove,
1878,2434,The Artist (Formerly Known as Prince),remove,
1878,2434,Paisley Park,remove,
1878,2434,The Artist Formerly Known as Prince,remove,
254233,2365,Jones,remove,
254233,2365,JONES,remove,
7580,2222,Guy,remove,
200900,2107,Charles Manson,remove,
200900,2107,Charlie,remove,
177749,2062,Francis,remove,
177749,2062,Kikex Francis,remove,
177749,2062,Francis De Proft,remove,
13151,2008,Smith,remove,
13151,2008,Peter McCann,remove,
13151,2008,Peter James McCann,remove,
266953,1820,Arthur,remove,
266953,1820,Arthur Mafokate,remove,
173239,1728,Royal,remove,
173239,1728,Royale,remove,
75901082,1461,Jim,remove,
75901082,1461,JIM,remove,
74080,1459,Julie,remove,
74080,1459,Julie B. Berthelsen,remove,
74080,1459,Julie Ivalo Broberg Berthelsen,remove,
14256185,1434,Simone,remove,
16065,1325,Louise,remove,
16065,1325,ルイーズ,remove,
16065,1325,Louise Elizabeth Redknapp,remove,
16065,1325,Louise Nurding,remove,
14382,1203,Union,remove,
14382,1203,Christ Agony,remove,
14382,1203,Union Analogtronics,remove,
95596,1198,Bruce,remove,
95596,1198,Cameron Bruce,remove,
405312,1137,III,remove,
405312,1137,III : Sound Create Unit,remove,
79671,1124,3D,remove,
79671,1124,Three D,remove,
79671,1124,3*D,remove,
79671,1124,3-D,remove,
79671,1124,3D Ritmo de Vida,remove,
79671,1124,Davide D'Onofrio,remove,
79671,1124,DJ Three D,remove,
79671,1124,Louis King,remove,
105422,1118,Six,remove,
91559,1113,Green,remove,
91559,1113,Liquid (green battery groove),remove,
143963,1047,Antoine,remove,
143963,1047,Pierre-Antoine Muracioli,remove,
87386,1034,Nathalie,remove,
87386,1034,Nathalie Smerdon,remove,
87386,1034,Nathalie Bason,remove,
87386,1034,Nathalie Gabay,remove,
87386,1034,Nathalie Giannitrapani,remove,
87386,1034,Nathalie Beatrice Giannitrapani,remove,
11453,1022,Oscar,remove,
11453,1022,Oscar (aka Paul Nicholas),remove,
389584,1012,Stephen,remove,
70520,955,Mali,remove,
70520,955,Mehmet Ali Erbil,remove,
70520,955,Mali McCalla,remove,
62895,863,Machine,remove,
1627,827,Christophe,remove,
1627,827,C. Bevilacqua,remove,
1627,827,Cristhophe,remove,
1627,827,Daniel Georges Jacques Bevilacqua,remove,
1627,827,Christophe Bevilacqua,remove,
1627,827,Daniel Bevilacqua,remove,
59199032,802,((( O ))),remove,
59199032,802,Ø,remove,
59199032,802,0,remove,
59199032,802,IIIOIII,remove,
59199032,802,Moon,remove,
646,777,Camille,remove,
646,777,Camille Dalmais,remove,
203635,750,Cécile,remove,
10210,656,Colette,remove,
10210,656,Collette,remove,
10210,656,DJ Colette,remove,
10210,656,Sidonie-Gabrielle Colette,remove,
10210,656,Sidonie Gabrielle Colette,remove,
2097561,638,Lambert,remove,
2097561,638,Paul Tony Lambert,remove,
214914,628,Diego,remove,
214914,628,Lágrimas de Espera,remove,
149084,616,Naive,remove,
149084,616,Naïve,remove,
7359,604,Heart,remove,
70036,601,Dean,remove,
414432,593,Metz,remove,
414432,593,METZ,remove,
6404,580,Justice,remove,
6404,580,Jus†ice,remove,
6404,580,Justice (3),remove,
246791,559,Drake,remove,
246791,559,ドレイク,remove,
246791,559,C. Papi,remove,
246791,559,Aubrey Drake Graham,remove,
246791,559,Champagne Papi,remove,
57031,550,Dragon,remove,
57031,550,Hunter,remove,
329074,547,Barry,remove,
391659,530,Casino,remove,
62616,510,Division,remove,
62616,510,Fabien Gleiss,remove,
62616,510,Division (DNB),remove,
408,497,Beck,remove,
408,497,Bjeck,remove,
408,497,Beck David Hansen,remove,
408,497,Beck Hansen,remove,
408,497,Bek David Campbell,remove,
16321,467,Sonia,remove,
16321,467,Jun Ozaki & Boogie Burns,remove,
16321,467,ソニア,remove,
16321,467,SONIA,remove,
16321,467,Sonia Evans,remove,
16321,467,Sonja,remove,
13646,459,David Lynch,remove,
13646,459,D. Lynch,remove,
13646,459,David Keith Lynch,remove,
314805,457,Toronto,remove,
314805,457,Tronto,remove,
4402,443,Malik,remove,
4402,443,Malik From The Outhere Brothers,remove,
87197,433,Angelo,remove,
1112,426,Juliette,remove,
1112,426,Juliette Farrell,remove,
1112,426,Juliette Leon,remove,
1112,426,Juliette Noureddine,remove,
927,416,Oasis,remove,
927,416,OASIS,remove,
927,416,Oas*s,remove,
927,416,オアシス,remove,
1042673,408,Offenbach,remove,
1042673,408,Offenbach Soap Opera,remove,
1042673,408,Offenbach Pop Opera,remove,
241125,400,Pina,remove,
241125,400,Pedro Pina,remove,
241125,400,Pina Kollars,remove,
369833,398,Mad,remove,
1452700,397,Florist,remove,
1452700,397,Florian,remove,
59322342,388,Lola,remove,
59322342,388,לולה,remove,
59322342,388,Milka Relić,remove,
59322342,388,Milka Relic,remove,
1332677,386,Mur,remove,
1332677,386,MUR,remove,
1332677,386,Manuel Murez Diaz,remove,
259994,379,Rémi,remove,
259994,379,Remi,remove,
259994,379,Remi.,remove,
3657,375,Bauhaus,remove,
3657,375,båuhåus,remove,
3657,375,Bauhaus -,remove,
2797,359,Catherine Deneuve,remove,
2797,359,Catherine Fabienne Dorléac,remove,
1127,356,Vanessa Paradis,remove,
15,351,Phoenix,remove,
15,351,Pasărea Phoenix,remove,
15,351,Transsylvania Phoenix,remove,
15,351,Pasarea Phoenix,remove,
132600,349,Sara,remove,
132600,349,Sara Dotes,remove,
132600,349,Sara Harris,remove,
78260,348,Benny,remove,
78260,348,Benny Schnier,remove,
127083,342,Mercedes,remove,
151949,336,Michel Houellebecq,remove,
151949,336,Michel Thomas,remove,
70921,333,Touch,remove,
4377,320,Low,remove,
79345,305,Cecilia,remove,
79345,305,Cecilie Lima Knutsen,remove,
6396188,298,Anne-Marie,remove,
6396188,298,Anne‐Marie,remove,
6396188,298,Anne-Marie Rose Nicholson,remove,
77065,290,Wind,remove,
403811,280,VIZA,remove,
403811,280,Viza,remove,
403811,280,Visa,remove,
91747,276,Friends,remove,
91747,276,フレンズ,remove,
91747,276,The Friends,remove,
172009,275,Baba,remove,
14720447,271,LSD,remove,
75814592,262,Sly,remove,
183558,257,Blade,remove,
898,253,Cali,remove,
898,253,Bruno Caliciuri,remove,
898,253,Bruno Michel Mario Caliciuri,remove,
983,249,Patti LaBelle,remove,
983,249,LaBelle,remove,
983,249,Patty LaBelle,remove,
983,249,Pati LaBelle,remove,
983,249,Pattie Labelle,remove,
983,249,La Belle,remove,
983,249,Patti LaBelle With LaBelle,remove,
983,249,Patti La Belle,remove,
983,249,Labella,remove,
983,249,Patricia Louise Edwards,remove,
4672,245,Il était une fois,remove,
8421366,244,Vargas,remove,
2824,232,!!!,remove,
2824,232,Chkchkchk,remove,
2824,232,ChkChk,remove,
2824,232,exclamation exclamation exclamation,remove,
2824,232,chk-chk-chk,remove,
2824,232,chick chick chick,remove,
2824,232,chk chk chk,remove,
2824,232,Chkchkchk (!!!),remove,
2824,232,pow pow pow,remove,
2824,232,Chik Chik Chik,remove,
2824,232,Chk Chk Chk,remove,
484370,226,Jeanne Added,remove,
2049,224,Cassius,remove,
2049,224,Cassisu,remove,
393130,218,Mouse,remove,
11595,217,Belle Epoque,remove,
11595,217,벨 에포크,remove,
11595,217,La Beelle Epoque,remove,
11595,217,La Belle Epoque,remove,
11595,217,Belle Époque,remove,
11595,217,La Belle Époque,remove,
83110,216,Brigitte,remove,
2521,215,Assassin,remove,
110750,214,Tanger,remove,
1042268,213,Angèle,remove,
1042268,213,Angele Tjamag,remove,
1042268,213,Angèle Van Laeken,remove,
1042268,213,Angele,remove,
6196,208,Brigitte Bardot,remove,
6196,208,Brigette Bardot,remove,
6196,208,Bridgitte Bardot,remove,
13080,204,3T,remove,
13080,204,3T - BROTHERHOOD,remove,
13080,204,3 T,remove,
75354,200,Khaled,remove,
75354,200,Kaled,remove,
75354,200,Khalèd,remove,
75354,200,شب خالد,remove,
75354,200,خالد الحج ابراهيم,remove,
75354,200,Cheb Khaled,remove,
75354,200,Khaled Hadj Ibrahim,remove,
75354,200,Khaled Hadj Brahim,remove,
75354,200,الشاب خالد,remove,
9753694,196,The Voice,remove,
188115,191,Johnny Depp,remove,
188115,191,J.Depp,remove,
188115,191,John Christopher Depp II,remove,
13700,190,Delta,remove,
81017,186,Elias,remove,
81017,186,Elias Carl-Martyn Björn Sahlin,remove,
11111,185,Magma,remove,
11111,185,Univeria Zekt,remove,
11111,185,Vandertop,remove,
11111,185,VanderTop,remove,
149178,185,Matrix,remove,
10839,183,Iris,remove,
10839,183,アイリス,remove,
10839,183,Forgiving Iris,remove,
10839,183,Iris Van De Kerckhove,remove,
102406,182,Toy,remove,
102406,182,토이,remove,
107990,181,Cross,remove,
107990,181,†,remove,
107990,181,Shawn Martin,remove,
107990,181,Sean Cross,remove,
3601,178,Eiffel,remove,
8281,170,Isabelle Adjani,remove,
6355,168,Vincenzo Bellini,remove,
6355,168,Vincenzo Salvatore Carmelo Francesco Bellini,remove,
6355,168,ベルリーニ,remove,
6355,168,V. Bellini,remove,
6355,168,Belini,remove,
6355,168,Bellini,remove,
6355,168,Vinenzo Bellini,remove,
355,168,Bellini,remove,
14554,166,Storm,remove,
14554,166,스톰,remove,
14554,166,Storm Bryant,remove,
14554,166,Strorm,remove,
14554,166,Donna Hunter,remove,
14554,166,Raskrig,remove,
293132,162,Marty,remove,
900,159,Sam Cooke,remove,
900,159,Samuel Cook,remove,
900,159,Sam Cook,remove,
143998,157,Justine,remove,
143998,157,Justine Elizabeth Mattera,remove,
60484,144,Stranger,remove,
74210,143,DSK,remove,
177090,142,Smoke,remove,
177090,142,smoke,remove,
263038,138,Air France,remove,
264933,137,Irma,remove,
264933,137,Irma Carine Pany,remove,
5246590,137,François Ier,remove,
5246590,137,François Giesberger,remove,
1363,135,The Rapture,remove,
91189,134,Dr. John,remove,
91189,134,Dr John,remove,
91189,134,Mac Rebennack,remove,
91189,134,Malcolm Rebenack,remove,
91189,134,Doctor John,remove,
91189,134,"Malcolm John ""Mac"" Rebennack, Jr.",remove,
91189,134,Creaux,remove,
91189,134,John Creaux,remove,
91189,134,Mack Rabbenack,remove,
91189,134,Malcolm John Rebennack,remove,
91189,134,Dr. John Mac Rebennack,remove,
91189,134,DR.JOHN,remove,
91189,134,"Dr. John, the Night Tripper",remove,
91189,134,"Malcolm John Rebennack, Jr.",remove,
194611,132,Hammer,remove,
5346,130,King Kong,remove,
417304,130,Eros,remove,
1206201,126,Lucky Luke,remove,
1206201,126,Lukas Kemesis,remove,
6309,126,Michel Delpech,remove,
6309,126,Milchel Delpech,remove,
1652,125,Interpol,remove,
103316,123,Tino,remove,
103316,123,Tino's Breaks,remove,
103316,123,Tino Corp.,remove,
103316,123,Luiz Gustavo Kwiek,remove,
85769392,123,India,remove,
165750,122,Alvaro,remove,
165750,122,Alvaro Is Rojas,remove,
165750,122,DJ Alvaro,remove,
165750,122,Alvaro Peña-Rojas,remove,
165750,122,Alvaro the Chilean with the Singing Nose,remove,
165750,122,Álvaro Ernesto Peña Rojas,remove,
1682,122,Alias,remove,
1682,122,Alias (13),remove,
57267,120,Jade,remove,
57267,120,Jade<3,remove,
193491,120,Veil,remove,
65574,119,Steve Lacy,remove,
13158489,119,Steve Lacy,remove,
13158489,119,Steven Norman Lackritz,remove,
13158489,119,スティーブ・レイシー,remove,
71069,118,ZAZ,remove,
71069,118,Zaz,remove,
71069,118,Isabelle Geffroy,remove,
72409632,117,TNT,remove,
3759,115,Gossip,remove,
3759,115,Goxxip,remove,
3759,115,ザ・ゴシップ,remove,
3759,115,ゴシップ,remove,
3759,115,The Gossip,remove,
52375462,113,Sophie Calle,remove,
498299,113,Psycho,remove,
12197,113,John B,remove,
12197,113,John B U.K.,remove,
12197,113,Jon B,remove,
12197,113,johnbdnb,remove,
12197,113,John B. Williams,remove,
12197,113,John Williams,remove,
12197,113,johnbbeta,remove,
12197,113,John Bryn Williams,remove,
12197,113,JohnB,remove,
12197,113,J.B. Williams,remove,
160711,112,Montgomery,remove,
1426,111,Bonga,remove,
1426,111,Bong‐Ra,remove,
1426,111,José Adelino Barceló de Carvalho,remove,
1426,111,Bonga Kuenda,remove,
1426,111,Bonga Kwenda,remove,
49241542,111,Dany Boon,remove,
31,110,Jean Dujardin,remove,
369032,110,Feet,remove,
369032,110,FEET,remove,
1137,110,Tété,remove,
1137,110,Niang Mahmoud,remove,
344656,109,Jean Rochefort,remove,
266506,106,Basement,remove,
361863,105,Swan,remove,
192742,105,Malibu,remove,
137724,102,Rhino,remove,
6875055,97,Vincent Lindon,remove,
151103,96,Pierre Richard,remove,
184688,92,Crow,remove,
444276,91,Bacchus,remove,
3934881,91,Mortimer,remove,
197316,91,Castle,remove,
147049,91,Mad Max,remove,
5926,90,Adagio,remove,
13038,89,Melissa,remove,
13038,89,Мили$$а,remove,
13038,89,メリッサ,remove,
13038,89,Мелиssа,remove,
13038,89,Melissa Thyme Monroe,remove,
13038,89,LockP,remove,
65602482,89,Saga,remove,
1088210,89,Sorry,remove,
61814092,89,Nemo,remove,
61814092,89,Nemo Mettler,remove,
61814092,89,Nemo (CH),remove,
127512632,89,AMIN,remove,
127512632,89,Amin,remove,
127512632,89,Amin Zaoujal,remove,
127512632,89,Amin zjl,remove,
427941,89,Gregor,remove,
103872,89,Matador,remove,
103872,89,Gavin Lynch,remove,
270389,89,Warrior,remove,
270389,89,The Warrior,remove,
270389,89,Michael Woods' Warrior,remove,
5951582,88,Jain,remove,
14289,88,Médine,remove,
14289,88,Medine Zaouiche,remove,
14289,88,Cheikh Spire,remove,
14289,88,Cheikh Guevara,remove,
14289,88,Saint Loubard,remove,
14289,88,Boulehya,remove,
984066,88,Bijou,remove,
984066,88,Funky Bijou,remove,
84330232,88,Blitz,remove,
3905,87,Beirut,remove,
8281500,87,Gravity,remove,
8281500,87,Adrian Nowak,remove,
259455,87,Kore,remove,
142386,87,No More,remove,
345933,86,Adonis,remove,
345933,86,A'donis,remove,
94430482,86,Clementine,remove,
94430482,86,clementine,remove,
6849749,86,DUEL,remove,
6849749,86,Duel,remove,
143771,86,Joker,remove,
143771,86,Джокер,remove,
5077953,86,Loving,remove,
5077953,86,爱乐团,remove,
5077953,86,愛樂團,remove,
5077953,86,Love Band,remove,
1781,86,Ash,remove,
189977,85,Kirby,remove,
189977,85,KIRBY,remove,
189977,85,Kirby Lauren Dockery,remove,
189977,85,Kirby Dockery,remove,
189977,85,Kirby Lauryen,remove,
289853,85,Silhouette,remove,
88070502,85,Amen,remove,
88070502,85,Amén,remove,
150946,85,Manolo,remove,
150946,85,Manolo Bissière,remove,
1003703,85,Brain,remove,
1003703,85,Lil Dicky,remove,
1003703,85,Juan Andrés Aguilar Limas,remove,
1003703,85,Juan Aguilar,remove,
1003703,85,David Andrew Burd,remove,
1003703,85,David Burd,remove,
372244,85,Rone,remove,
372244,85,Erwan Castex,remove,
372244,85,Adam Ferrone,remove,
242838,85,Cadet,remove,
242838,85,Gadget,remove,
343660,84,Model,remove,
10258344,84,Tryo,remove,
80589,84,Burn,remove,
143936,84,Quasi,remove,
62959,84,Area,remove,
62959,84,Demetrio Stratos and the Area,remove,
4026,84,Ayọ,remove,
4026,84,Ayo,remove,
4026,84,Joy Olasunmibo Ogunmakin,remove,
4026,84,Ett öga Rött,remove,
4026,84,Ayo.,remove,
93827,84,Cobra,remove,
61451,84,Mad Cobra,remove,
61451,84,Madd Cobra,remove,
61451,84,Ewart Everton Brown,remove,
61451,84,Cobra,remove,
74492,84,REDA,remove,
74492,84,Reda,remove,
1097887,84,Salim,remove,
1097887,84,Saleem Heggins,remove,
320253,83,TAL,remove,
320253,83,Tal,remove,
320253,83,Taloula,remove,
280750,83,Ace,remove,
280750,83,Ace Flash and the Dynamos,remove,
1655339,83,Calcutta,remove,
160273,83,KINGDOM,remove,
160273,83,Kingdom,remove,
319307,83,Lucifer,remove,
319307,83,Λucifer,remove,
319307,83,Lucifer Was,remove,
319307,83,Aucifer,remove,
319307,83,リュシフェル,remove,
319307,83,りゅしふぇる,remove,
7338988,83,Poison,remove,
61146,83,The Bug,remove,
61146,83,Kevin Richard Martin,remove,
61146,83,Bug,remove,
61146,83,K. Mart,remove,
61146,83,Kevin Martin,remove,
5733,83,Poison,remove,
1347,83,Mae,remove,
8664,83,Lobo,remove,
8664,83,Roland Kent Lavoie,remove,
149042,83,Lone,remove,
241087,82,Pleasure,remove,
101098,82,Gospel,remove,
85262,82,Echos,remove,
5962,82,Slam,remove,
5962,82,Slam!,remove,
6428,82,Agoria,remove,
10640,81,Splendid,remove,
9963,81,Fresh,remove,
3344,81,Focus,remove,
190677,81,Babylon,remove,
190677,81,이종민,remove,
190677,81,Babylon Sweethearts,remove,
190677,81,베이빌론,remove,
1251,81,Juliet,remove,
1251,81,ジュリエット,remove,
342711,81,Changes,remove,
179702,81,Nosferatu,remove,
179702,81,DJ Nosperatu,remove,
179702,81,DJ Nosferatu,remove,
60299,81,Thor,remove,
16610,81,Spectre,remove,
16610,81,Spectr,remove,
16610,81,"Spectre, the Ill St.",remove,
335085,81,Mercer,remove,
335085,81,Nicolas Mercier,remove,
7793,80,September,remove,
329700,80,Vanguart,remove,
329700,80,Vanguard,remove,
8303,80,Mira,remove,
8303,80,Mira Bertels,remove,
8303,80,Maria Mirabela Cismaru,remove,
14114563,80,Frustration,remove,
17026,80,Cocoon,remove,
83374,80,Montevideo,remove,
59296,80,Maker,remove,
